Commit A,Commit B,Benchmark,Del Func >= X,New Func >= X,Reached Del Func >= X,Top Chg by Call >= X%,Top > X% by Call Chg by >= 10%,Top Chg by Instr >= X%,Top Chg Len >= X%,Top Reached Chg Len >= X%,Hit/Dismiss
b903674b,11179eb3,p4001-diff-no-index.sh-perf-report,650,470,3,0.12,0.12,False,1.0,1.0,0
b903674b,11179eb3,p4205-log-pretty-formats.sh-perf-report,650,470,26,0.48,0.48,False,1.0,1.0,0
b903674b,11179eb3,p4211-line-log.sh-perf-report,650,470,31,1.81,0.18,False,1.0,1.0,0
b903674b,11179eb3,p4220-log-grep-engines.sh-perf-report,650,470,19,5.72,0.31,False,1.0,1.0,0
b903674b,11179eb3,p4221-log-grep-engines-fixed.sh-perf-report,650,470,25,6.24,0.23,False,1.0,1.0,0
b903674b,11179eb3,p5302-pack-index.sh-perf-report,650,470,25,16.11,0.07,False,1.0,1.0,0
b903674b,11179eb3,p5303-many-packs.sh-perf-report,650,470,42,15.41,0.63,False,1.0,1.0,0
b903674b,11179eb3,p5310-pack-bitmaps.sh-perf-report,650,470,29,5.19,0.42,False,1.0,1.0,0
b903674b,11179eb3,p5550-fetch-tags.sh-perf-report,650,470,23,5.4,5.4,False,1.0,1.0,0
b903674b,11179eb3,p7000-filter-branch.sh-perf-report,650,470,38,7.71,0.27,False,1.0,1.0,0
b903674b,11179eb3,p7300-clean.sh-perf-report,650,470,12,0.57,0.57,False,1.0,1.0,0
b903674b,11179eb3,p7810-grep.sh-perf-report,650,470,6,0.02,0.02,False,1.0,1.0,0
b903674b,11179eb3,p7820-grep-engines.sh-perf-report,650,470,5,0.68,0.05,False,1.0,1.0,0
b903674b,11179eb3,p7821-grep-engines-fixed.sh-perf-report,650,470,7,3.29,0.07,False,1.0,1.0,0
11179eb3,204f6d69,p0000-perf-lib-sanity.sh-perf-report,461,610,4,0.13,0.13,False,1.0,1.0,0
11179eb3,204f6d69,p0001-rev-list.sh-perf-report,461,610,19,0.54,0.54,False,1.0,1.0,0
11179eb3,204f6d69,p0003-delta-base-cache.sh-perf-report,461,610,33,7.03,0.39,False,1.0,1.0,0
11179eb3,204f6d69,p0004-lazy-init-name-hash.sh-perf-report,461,610,7,0.03,0.02,False,1.0,1.0,0
11179eb3,204f6d69,p0005-status.sh-perf-report,461,610,8,0.27,0.27,False,1.0,1.0,0
11179eb3,204f6d69,p0006-read-tree-checkout.sh-perf-report,461,610,12,5.85,0.41,False,1.0,1.0,0
11179eb3,204f6d69,p0071-sort.sh-perf-report,461,610,5,0.05,0.05,False,1.0,1.0,0
11179eb3,204f6d69,p3400-rebase.sh-perf-report,461,610,35,3.16,0.96,False,1.0,1.0,0
11179eb3,204f6d69,p3404-rebase-interactive.sh-perf-report,461,610,18,4.46,0.69,False,1.0,1.0,0
11179eb3,204f6d69,p4000-diff-algorithms.sh-perf-report,461,610,24,1.63,0.22,False,1.0,1.0,0
11179eb3,204f6d69,p4001-diff-no-index.sh-perf-report,461,610,6,0.14,0.14,False,1.0,1.0,0
11179eb3,204f6d69,p4211-line-log.sh-perf-report,461,610,25,4.54,0.5,False,1.0,1.0,0
11179eb3,204f6d69,p5302-pack-index.sh-perf-report,461,610,23,16.09,0.11,False,1.0,1.0,0
11179eb3,204f6d69,p5303-many-packs.sh-perf-report,461,610,36,1.03,1.03,False,1.0,1.0,0
11179eb3,204f6d69,p5310-pack-bitmaps.sh-perf-report,461,610,29,4.84,0.39,False,1.0,1.0,0
11179eb3,204f6d69,p5550-fetch-tags.sh-perf-report,461,610,18,5.4,5.4,False,1.0,1.0,0
11179eb3,204f6d69,p7000-filter-branch.sh-perf-report,461,610,27,3.53,1.06,False,1.0,1.0,0
11179eb3,204f6d69,p7300-clean.sh-perf-report,461,610,5,0.4,0.15,False,1.0,1.0,1
11179eb3,204f6d69,p7810-grep.sh-perf-report,461,610,14,0.03,0.03,False,1.0,1.0,0
204f6d69,812d6b00,p7300-clean.sh-perf-report,5,5,1,0.41,0.41,False,1.0,0.21904761904761905,0
b74c90fb,f2515d91,p0000-perf-lib-sanity.sh-perf-report,17,41,1,0.04,0.04,False,1.0,0.3,0
b74c90fb,f2515d91,p0005-status.sh-perf-report,17,41,1,0.02,0.02,False,1.0,0.3,0
b74c90fb,f2515d91,p0006-read-tree-checkout.sh-perf-report,17,41,1,0.02,0.01,False,1.0,0.3,0
b74c90fb,f2515d91,p0007-write-cache.sh-perf-report,17,41,1,0.01,0.01,False,1.0,0.3,0
b74c90fb,f2515d91,p3400-rebase.sh-perf-report,17,41,1,0.21,0.02,False,1.0,0.3,0
b74c90fb,f2515d91,p3404-rebase-interactive.sh-perf-report,17,41,1,0.16,0.16,False,1.0,0.3,0
b74c90fb,f2515d91,p4221-log-grep-engines-fixed.sh-perf-report,17,41,1,0.01,0.01,False,1.0,0.3,0
b74c90fb,f2515d91,p7000-filter-branch.sh-perf-report,17,41,2,1.81,1.81,False,1.0,1.0,0
9c5b2fab,78236550,p0000-perf-lib-sanity.sh-perf-report,335,248,6,0.04,0.04,False,1.0,1.0,0
9c5b2fab,78236550,p0001-rev-list.sh-perf-report,335,248,15,0.23,0.23,False,1.0,1.0,0
9c5b2fab,78236550,p0003-delta-base-cache.sh-perf-report,335,248,27,2.44,0.13,False,1.0,1.0,0
9c5b2fab,78236550,p0004-lazy-init-name-hash.sh-perf-report,335,248,7,0.02,0.02,False,1.0,1.0,0
9c5b2fab,78236550,p0005-status.sh-perf-report,335,248,14,0.19,0.19,False,1.0,1.0,0
9c5b2fab,78236550,p0006-read-tree-checkout.sh-perf-report,335,248,19,0.15,0.15,False,1.0,1.0,0
9c5b2fab,78236550,p0071-sort.sh-perf-report,335,248,6,0.03,0.03,False,1.0,1.0,0
9c5b2fab,78236550,p3400-rebase.sh-perf-report,335,248,31,0.43,0.43,False,1.0,1.0,0
9c5b2fab,78236550,p3404-rebase-interactive.sh-perf-report,335,248,15,0.81,0.81,False,1.0,1.0,1
9c5b2fab,78236550,p4000-diff-algorithms.sh-perf-report,335,248,27,0.55,0.17,False,1.0,1.0,0
9c5b2fab,78236550,p4001-diff-no-index.sh-perf-report,335,248,8,0.07,0.07,False,1.0,1.0,0
9c5b2fab,78236550,p4205-log-pretty-formats.sh-perf-report,335,248,24,0.48,0.48,False,1.0,1.0,0
9c5b2fab,78236550,p4211-line-log.sh-perf-report,335,248,20,1.71,0.2,False,1.0,1.0,0
9c5b2fab,78236550,p4220-log-grep-engines.sh-perf-report,335,248,24,0.16,0.16,False,1.0,1.0,0
9c5b2fab,78236550,p4221-log-grep-engines-fixed.sh-perf-report,335,248,23,0.19,0.19,False,1.0,1.0,0
9c5b2fab,78236550,p5303-many-packs.sh-perf-report,335,248,35,15.37,0.58,False,1.0,1.0,0
9c5b2fab,78236550,p5550-fetch-tags.sh-perf-report,335,248,28,5.02,5.02,False,1.0,1.0,0
9c5b2fab,78236550,p7000-filter-branch.sh-perf-report,335,248,31,1.7,1.7,False,1.0,1.0,0
9c5b2fab,78236550,p7300-clean.sh-perf-report,335,248,11,0.38,0.38,False,1.0,1.0,0
9c5b2fab,78236550,p7810-grep.sh-perf-report,335,248,14,0.01,0.01,False,1.0,1.0,0
9c5b2fab,78236550,p7820-grep-engines.sh-perf-report,335,248,9,0.02,0.02,False,1.0,1.0,0
9c5b2fab,78236550,p7821-grep-engines-fixed.sh-perf-report,335,248,10,0.1,0.1,False,1.0,1.0,0
78236550,436b3594,p0000-perf-lib-sanity.sh-perf-report,248,336,11,0.07,0.07,False,1.0,1.0,0
78236550,436b3594,p0001-rev-list.sh-perf-report,248,336,18,0.19,0.19,False,1.0,1.0,0
78236550,436b3594,p0003-delta-base-cache.sh-perf-report,248,336,27,2.63,0.15,False,1.0,1.0,0
78236550,436b3594,p0004-lazy-init-name-hash.sh-perf-report,248,336,9,0.02,0.02,False,1.0,1.0,0
78236550,436b3594,p0005-status.sh-perf-report,248,336,11,0.16,0.16,False,1.0,1.0,0
78236550,436b3594,p0006-read-tree-checkout.sh-perf-report,248,336,16,0.12,0.12,False,1.0,1.0,0
78236550,436b3594,p0071-sort.sh-perf-report,248,336,8,0.02,0.02,False,1.0,1.0,0
78236550,436b3594,p3400-rebase.sh-perf-report,248,336,24,0.41,0.41,False,1.0,1.0,0
78236550,436b3594,p3404-rebase-interactive.sh-perf-report,248,336,15,0.24,0.24,False,1.0,1.0,0
78236550,436b3594,p4000-diff-algorithms.sh-perf-report,248,336,26,0.6,0.23,False,1.0,1.0,0
78236550,436b3594,p4001-diff-no-index.sh-perf-report,248,336,4,0.05,0.05,False,1.0,1.0,0
78236550,436b3594,p4205-log-pretty-formats.sh-perf-report,248,336,23,0.36,0.36,False,1.0,1.0,0
78236550,436b3594,p4211-line-log.sh-perf-report,248,336,21,1.79,0.18,False,1.0,1.0,0
78236550,436b3594,p4220-log-grep-engines.sh-perf-report,248,336,20,0.15,0.15,False,1.0,1.0,0
78236550,436b3594,p4221-log-grep-engines-fixed.sh-perf-report,248,336,23,0.19,0.19,False,1.0,1.0,0
78236550,436b3594,p5302-pack-index.sh-perf-report,248,336,21,0.08,0.08,False,1.0,1.0,0
78236550,436b3594,p5303-many-packs.sh-perf-report,248,336,36,14.97,0.6,False,1.0,1.0,0
78236550,436b3594,p5310-pack-bitmaps.sh-perf-report,248,336,24,1.7,0.38,False,1.0,1.0,0
78236550,436b3594,p5550-fetch-tags.sh-perf-report,248,336,25,5.39,5.39,False,1.0,1.0,0
78236550,436b3594,p7000-filter-branch.sh-perf-report,248,336,24,1.45,1.45,False,1.0,1.0,0
78236550,436b3594,p7300-clean.sh-perf-report,248,336,10,0.51,0.51,False,1.0,1.0,0
78236550,436b3594,p7810-grep.sh-perf-report,248,336,10,0.02,0.02,False,1.0,1.0,0
78236550,436b3594,p7820-grep-engines.sh-perf-report,248,336,8,0.02,0.02,False,1.0,1.0,0
78236550,436b3594,p7821-grep-engines-fixed.sh-perf-report,248,336,9,0.07,0.07,False,1.0,1.0,0
d35688db,9f580a62,p0005-status.sh-perf-report,54,34,1,0.01,0.01,False,1.0,0.3,0
d35688db,9f580a62,p3400-rebase.sh-perf-report,54,34,4,0.09,0.03,False,1.0,0.6666666666666666,0
d35688db,9f580a62,p3404-rebase-interactive.sh-perf-report,54,34,3,0.21,0.07,False,1.0,1.0,1
d35688db,9f580a62,p7000-filter-branch.sh-perf-report,54,34,5,0.53,0.53,False,1.0,1.0,1
d35688db,9f580a62,p7300-clean.sh-perf-report,54,34,1,0.54,0.54,False,1.0,0.21904761904761905,0
a9f8a375,01ce1225,p0005-status.sh-perf-report,40,54,1,0.05,0.03,False,1.0,0.3,0
a9f8a375,01ce1225,p0006-read-tree-checkout.sh-perf-report,40,54,1,0.04,0.02,False,1.0,0.3,0
a9f8a375,01ce1225,p3400-rebase.sh-perf-report,40,54,2,0.08,0.02,False,1.0,1.0,0
a9f8a375,01ce1225,p3404-rebase-interactive.sh-perf-report,40,54,1,0.49,0.49,False,1.0,1.0,0
a9f8a375,01ce1225,p7000-filter-branch.sh-perf-report,40,54,3,2.4,2.4,False,1.0,1.0,0
a9f8a375,01ce1225,p7300-clean.sh-perf-report,40,54,2,0.46,0.46,False,1.0,0.3,0
bd3c9468,dfab1eac,p0000-perf-lib-sanity.sh-perf-report,387,286,6,0.08,0.08,False,1.0,1.0,0
bd3c9468,dfab1eac,p0001-rev-list.sh-perf-report,387,286,17,0.24,0.24,False,1.0,1.0,0
bd3c9468,dfab1eac,p0003-delta-base-cache.sh-perf-report,387,286,27,2.58,0.17,False,1.0,1.0,0
bd3c9468,dfab1eac,p0004-lazy-init-name-hash.sh-perf-report,387,286,6,0.02,0.02,False,1.0,1.0,0
bd3c9468,dfab1eac,p0005-status.sh-perf-report,387,286,15,0.22,0.22,False,1.0,1.0,0
bd3c9468,dfab1eac,p0006-read-tree-checkout.sh-perf-report,387,286,18,0.14,0.14,False,1.0,1.0,0
bd3c9468,dfab1eac,p0071-sort.sh-perf-report,387,286,6,0.03,0.03,False,1.0,1.0,0
bd3c9468,dfab1eac,p3400-rebase.sh-perf-report,387,286,28,0.44,0.44,False,1.0,1.0,0
bd3c9468,dfab1eac,p3404-rebase-interactive.sh-perf-report,387,286,23,0.27,0.27,False,1.0,1.0,0
bd3c9468,dfab1eac,p4000-diff-algorithms.sh-perf-report,387,286,29,0.53,0.17,False,1.0,1.0,0
bd3c9468,dfab1eac,p4001-diff-no-index.sh-perf-report,387,286,8,0.06,0.06,False,1.0,1.0,0
bd3c9468,dfab1eac,p4205-log-pretty-formats.sh-perf-report,387,286,22,0.46,0.46,False,1.0,1.0,0
bd3c9468,dfab1eac,p4211-line-log.sh-perf-report,387,286,20,1.78,0.19,False,1.0,1.0,0
bd3c9468,dfab1eac,p4220-log-grep-engines.sh-perf-report,387,286,19,5.61,0.16,False,1.0,1.0,0
bd3c9468,dfab1eac,p4221-log-grep-engines-fixed.sh-perf-report,387,286,23,5.94,0.21,False,1.0,1.0,0
bd3c9468,dfab1eac,p5302-pack-index.sh-perf-report,387,286,23,0.08,0.08,False,1.0,1.0,0
bd3c9468,dfab1eac,p5303-many-packs.sh-perf-report,387,286,38,15.24,0.59,False,1.0,1.0,0
bd3c9468,dfab1eac,p5310-pack-bitmaps.sh-perf-report,387,286,26,0.86,0.42,False,1.0,1.0,0
bd3c9468,dfab1eac,p5550-fetch-tags.sh-perf-report,387,286,28,5.39,5.39,False,1.0,1.0,1
bd3c9468,dfab1eac,p7000-filter-branch.sh-perf-report,387,286,37,2.04,2.04,False,1.0,1.0,0
bd3c9468,dfab1eac,p7300-clean.sh-perf-report,387,286,10,0.51,0.51,False,1.0,1.0,0
bd3c9468,dfab1eac,p7810-grep.sh-perf-report,387,286,16,0.01,0.01,False,1.0,1.0,0
bd3c9468,dfab1eac,p7820-grep-engines.sh-perf-report,387,286,8,2.69,0.02,False,1.0,1.0,0
bd3c9468,dfab1eac,p7821-grep-engines-fixed.sh-perf-report,387,286,9,11.83,0.05,False,1.0,1.0,0
dfab1eac,2f0e14e6,p0000-perf-lib-sanity.sh-perf-report,286,387,5,0.23,0.23,False,1.0,1.0,0
dfab1eac,2f0e14e6,p0001-rev-list.sh-perf-report,286,387,16,0.52,0.52,False,1.0,1.0,0
dfab1eac,2f0e14e6,p0003-delta-base-cache.sh-perf-report,286,387,29,6.36,0.4,False,1.0,1.0,0
dfab1eac,2f0e14e6,p0004-lazy-init-name-hash.sh-perf-report,286,387,6,0.02,0.02,False,1.0,1.0,0
dfab1eac,2f0e14e6,p0005-status.sh-perf-report,286,387,9,0.3,0.3,False,1.0,1.0,0
dfab1eac,2f0e14e6,p0006-read-tree-checkout.sh-perf-report,286,387,15,0.39,0.39,False,1.0,1.0,0
dfab1eac,2f0e14e6,p0071-sort.sh-perf-report,286,387,6,0.06,0.06,False,1.0,1.0,0
dfab1eac,2f0e14e6,p3400-rebase.sh-perf-report,286,387,25,0.95,0.95,False,1.0,1.0,0
dfab1eac,2f0e14e6,p3404-rebase-interactive.sh-perf-report,286,387,17,0.5,0.5,False,1.0,1.0,0
dfab1eac,2f0e14e6,p4000-diff-algorithms.sh-perf-report,286,387,26,1.33,0.28,False,1.0,1.0,0
dfab1eac,2f0e14e6,p4001-diff-no-index.sh-perf-report,286,387,4,0.06,0.06,False,1.0,1.0,0
dfab1eac,2f0e14e6,p4205-log-pretty-formats.sh-perf-report,286,387,25,1.09,1.09,False,1.0,1.0,0
dfab1eac,2f0e14e6,p4211-line-log.sh-perf-report,286,387,21,3.82,0.53,False,1.0,1.0,0
dfab1eac,2f0e14e6,p4220-log-grep-engines.sh-perf-report,286,387,19,5.63,0.44,False,1.0,1.0,0
dfab1eac,2f0e14e6,p4221-log-grep-engines-fixed.sh-perf-report,286,387,21,6.28,0.56,False,1.0,1.0,0
dfab1eac,2f0e14e6,p5302-pack-index.sh-perf-report,286,387,21,0.11,0.11,False,1.0,1.0,0
dfab1eac,2f0e14e6,p5303-many-packs.sh-perf-report,286,387,36,14.83,1.03,False,1.0,1.0,0
dfab1eac,2f0e14e6,p5310-pack-bitmaps.sh-perf-report,286,387,22,1.26,0.42,False,1.0,1.0,0
dfab1eac,2f0e14e6,p5550-fetch-tags.sh-perf-report,286,387,22,5.4,5.4,False,1.0,1.0,0
dfab1eac,2f0e14e6,p7000-filter-branch.sh-perf-report,286,387,21,0.35,0.35,False,1.0,1.0,0
dfab1eac,2f0e14e6,p7300-clean.sh-perf-report,286,387,7,0.58,0.58,False,1.0,1.0,0
dfab1eac,2f0e14e6,p7810-grep.sh-perf-report,286,387,10,0.03,0.03,False,1.0,1.0,0
dfab1eac,2f0e14e6,p7820-grep-engines.sh-perf-report,286,387,6,1.05,0.09,False,1.0,1.0,0
dfab1eac,2f0e14e6,p7821-grep-engines-fixed.sh-perf-report,286,387,6,2.83,0.12,False,1.0,1.0,0
19716b21,b2401586,p0000-perf-lib-sanity.sh-perf-report,643,470,8,0.13,0.13,False,1.0,1.0,0
19716b21,b2401586,p0001-rev-list.sh-perf-report,643,470,17,0.3,0.3,False,1.0,1.0,0
19716b21,b2401586,p0003-delta-base-cache.sh-perf-report,643,470,40,2.49,0.19,False,1.0,1.0,0
19716b21,b2401586,p0004-lazy-init-name-hash.sh-perf-report,643,470,3,0.02,0.02,False,1.0,1.0,0
19716b21,b2401586,p0005-status.sh-perf-report,643,470,15,0.2,0.2,False,1.0,1.0,0
19716b21,b2401586,p0006-read-tree-checkout.sh-perf-report,643,470,18,5.12,0.18,False,1.0,1.0,0
19716b21,b2401586,p0071-sort.sh-perf-report,643,470,9,0.03,0.03,False,1.0,1.0,0
19716b21,b2401586,p3400-rebase.sh-perf-report,643,470,41,2.97,0.46,False,1.0,1.0,0
19716b21,b2401586,p3404-rebase-interactive.sh-perf-report,643,470,19,3.5,0.33,False,1.0,1.0,1
19716b21,b2401586,p4000-diff-algorithms.sh-perf-report,643,470,31,0.56,0.14,False,1.0,1.0,0
19716b21,b2401586,p4001-diff-no-index.sh-perf-report,643,470,5,0.08,0.08,False,1.0,1.0,0
19716b21,b2401586,p4205-log-pretty-formats.sh-perf-report,643,470,23,0.65,0.65,False,1.0,1.0,0
19716b21,b2401586,p4211-line-log.sh-perf-report,643,470,30,1.9,0.21,False,1.0,1.0,0
19716b21,b2401586,p4220-log-grep-engines.sh-perf-report,643,470,23,5.56,0.29,False,1.0,1.0,0
19716b21,b2401586,p4221-log-grep-engines-fixed.sh-perf-report,643,470,22,6.31,0.26,False,1.0,1.0,0
19716b21,b2401586,p5302-pack-index.sh-perf-report,643,470,25,16.14,0.08,False,1.0,1.0,0
19716b21,b2401586,p5303-many-packs.sh-perf-report,643,470,41,15.47,0.64,False,1.0,1.0,0
19716b21,b2401586,p5310-pack-bitmaps.sh-perf-report,643,470,33,5.33,0.43,False,1.0,1.0,0
19716b21,b2401586,p5550-fetch-tags.sh-perf-report,643,470,24,5.17,5.17,False,1.0,1.0,1
19716b21,b2401586,p7000-filter-branch.sh-perf-report,643,470,36,2.99,0.3,False,1.0,1.0,1
19716b21,b2401586,p7300-clean.sh-perf-report,643,470,10,0.42,0.42,False,1.0,1.0,0
19716b21,b2401586,p7810-grep.sh-perf-report,643,470,13,0.03,0.03,False,1.0,1.0,0
19716b21,b2401586,p7820-grep-engines.sh-perf-report,643,470,5,0.52,0.1,False,1.0,1.0,0
19716b21,b2401586,p7821-grep-engines-fixed.sh-perf-report,643,470,6,1.86,0.12,False,1.0,1.0,0
7cbbf9d6,f805a00a,p0000-perf-lib-sanity.sh-perf-report,470,643,7,0.08,0.08,False,1.0,1.0,0
7cbbf9d6,f805a00a,p0001-rev-list.sh-perf-report,470,643,20,0.49,0.49,False,1.0,1.0,0
7cbbf9d6,f805a00a,p0003-delta-base-cache.sh-perf-report,470,643,34,7.27,0.44,False,1.0,1.0,1
7cbbf9d6,f805a00a,p0004-lazy-init-name-hash.sh-perf-report,470,643,9,0.04,0.04,False,1.0,1.0,0
7cbbf9d6,f805a00a,p0005-status.sh-perf-report,470,643,17,0.48,0.48,False,1.0,1.0,0
7cbbf9d6,f805a00a,p0006-read-tree-checkout.sh-perf-report,470,643,19,5.78,0.4,False,1.0,1.0,1
7cbbf9d6,f805a00a,p0071-sort.sh-perf-report,470,643,7,0.05,0.05,False,1.0,1.0,0
7cbbf9d6,f805a00a,p3400-rebase.sh-perf-report,470,643,40,3.22,1,False,1.0,1.0,0
7cbbf9d6,f805a00a,p3404-rebase-interactive.sh-perf-report,470,643,25,5.87,0.72,False,1.0,1.0,0
7cbbf9d6,f805a00a,p4000-diff-algorithms.sh-perf-report,470,643,31,1.59,0.22,False,1.0,1.0,1
7cbbf9d6,f805a00a,p4001-diff-no-index.sh-perf-report,470,643,6,0.07,0.07,False,1.0,1.0,0
7cbbf9d6,f805a00a,p4211-line-log.sh-perf-report,470,643,26,4.58,0.5,False,1.0,1.0,0
7cbbf9d6,f805a00a,p5302-pack-index.sh-perf-report,470,643,24,16.16,0.11,False,1.0,1.0,0
7cbbf9d6,f805a00a,p5303-many-packs.sh-perf-report,470,643,38,14.25,1,False,1.0,1.0,0
7cbbf9d6,f805a00a,p5310-pack-bitmaps.sh-perf-report,470,643,31,4.92,0.37,False,1.0,1.0,0
7cbbf9d6,f805a00a,p5550-fetch-tags.sh-perf-report,470,643,30,5,5,False,1.0,1.0,0
7cbbf9d6,f805a00a,p7000-filter-branch.sh-perf-report,470,643,34,2.05,2.05,False,1.0,1.0,0
7cbbf9d6,f805a00a,p7300-clean.sh-perf-report,470,643,10,0.43,0.43,False,1.0,1.0,1
7cbbf9d6,f805a00a,p7810-grep.sh-perf-report,470,643,15,0.02,0.02,False,1.0,1.0,1
111ef79a,b59698ae,p0000-perf-lib-sanity.sh-perf-report,344,250,9,0.09,0.09,False,1.0,1.0,0
111ef79a,b59698ae,p0001-rev-list.sh-perf-report,344,250,19,0.23,0.23,False,1.0,1.0,0
111ef79a,b59698ae,p0003-delta-base-cache.sh-perf-report,344,250,28,2.46,0.18,False,1.0,1.0,0
111ef79a,b59698ae,p0004-lazy-init-name-hash.sh-perf-report,344,250,7,0.01,0.01,False,1.0,1.0,0
111ef79a,b59698ae,p0005-status.sh-perf-report,344,250,14,0.17,0.17,False,1.0,1.0,0
111ef79a,b59698ae,p0006-read-tree-checkout.sh-perf-report,344,250,22,0.15,0.15,False,1.0,1.0,0
111ef79a,b59698ae,p0071-sort.sh-perf-report,344,250,9,0.02,0.02,False,1.0,1.0,0
111ef79a,b59698ae,p3400-rebase.sh-perf-report,344,250,36,0.48,0.48,False,1.0,1.0,0
111ef79a,b59698ae,p3404-rebase-interactive.sh-perf-report,344,250,18,0.35,0.35,False,1.0,1.0,1
111ef79a,b59698ae,p4000-diff-algorithms.sh-perf-report,344,250,30,0.52,0.16,False,1.0,1.0,0
111ef79a,b59698ae,p4001-diff-no-index.sh-perf-report,344,250,9,0.05,0.05,False,1.0,1.0,0
111ef79a,b59698ae,p4205-log-pretty-formats.sh-perf-report,344,250,23,0.48,0.48,False,1.0,1.0,0
111ef79a,b59698ae,p4211-line-log.sh-perf-report,344,250,24,1.67,0.21,False,1.0,1.0,0
111ef79a,b59698ae,p4220-log-grep-engines.sh-perf-report,344,250,22,0.18,0.18,False,1.0,1.0,0
111ef79a,b59698ae,p4221-log-grep-engines-fixed.sh-perf-report,344,250,24,0.21,0.21,False,1.0,1.0,0
111ef79a,b59698ae,p5302-pack-index.sh-perf-report,344,250,22,0.09,0.09,False,1.0,1.0,0
111ef79a,b59698ae,p5303-many-packs.sh-perf-report,344,250,40,15.08,0.61,False,1.0,1.0,0
111ef79a,b59698ae,p5310-pack-bitmaps.sh-perf-report,344,250,32,0.76,0.42,False,1.0,1.0,0
111ef79a,b59698ae,p5550-fetch-tags.sh-perf-report,344,250,25,4.68,4.68,False,1.0,1.0,0
111ef79a,b59698ae,p7000-filter-branch.sh-perf-report,344,250,31,1.73,1.73,False,1.0,1.0,1
111ef79a,b59698ae,p7300-clean.sh-perf-report,344,250,8,0.59,0.59,False,1.0,1.0,0
111ef79a,b59698ae,p7810-grep.sh-perf-report,344,250,12,0.01,0.01,False,1.0,1.0,0
111ef79a,b59698ae,p7820-grep-engines.sh-perf-report,344,250,12,0.02,0.02,False,1.0,1.0,0
111ef79a,b59698ae,p7821-grep-engines-fixed.sh-perf-report,344,250,8,0.07,0.07,False,1.0,1.0,0
a92b1095,34e65a06,p0000-perf-lib-sanity.sh-perf-report,249,337,10,0.09,0.09,False,1.0,1.0,0
a92b1095,34e65a06,p0001-rev-list.sh-perf-report,249,337,20,0.17,0.17,False,1.0,1.0,0
a92b1095,34e65a06,p0003-delta-base-cache.sh-perf-report,249,337,27,2.61,0.16,False,1.0,1.0,1
a92b1095,34e65a06,p0004-lazy-init-name-hash.sh-perf-report,249,337,6,0.03,0.03,False,1.0,1.0,0
a92b1095,34e65a06,p0005-status.sh-perf-report,249,337,13,0.15,0.15,False,1.0,1.0,0
a92b1095,34e65a06,p0006-read-tree-checkout.sh-perf-report,249,337,17,0.14,0.14,False,1.0,1.0,0
a92b1095,34e65a06,p0071-sort.sh-perf-report,249,337,6,0.03,0.02,False,1.0,1.0,0
a92b1095,34e65a06,p3400-rebase.sh-perf-report,249,337,25,0.41,0.41,False,1.0,1.0,0
a92b1095,34e65a06,p3404-rebase-interactive.sh-perf-report,249,337,15,0.45,0.45,False,1.0,1.0,0
a92b1095,34e65a06,p4000-diff-algorithms.sh-perf-report,249,337,27,0.55,0.21,False,1.0,1.0,1
a92b1095,34e65a06,p4001-diff-no-index.sh-perf-report,249,337,7,0.07,0.07,False,1.0,1.0,0
a92b1095,34e65a06,p4205-log-pretty-formats.sh-perf-report,249,337,24,0.38,0.38,False,1.0,1.0,0
a92b1095,34e65a06,p4211-line-log.sh-perf-report,249,337,22,1.65,0.17,False,1.0,1.0,0
a92b1095,34e65a06,p4220-log-grep-engines.sh-perf-report,249,337,18,0.14,0.14,False,1.0,1.0,0
a92b1095,34e65a06,p4221-log-grep-engines-fixed.sh-perf-report,249,337,22,0.21,0.21,False,1.0,1.0,0
a92b1095,34e65a06,p5302-pack-index.sh-perf-report,249,337,21,0.08,0.08,False,1.0,1.0,0
a92b1095,34e65a06,p5303-many-packs.sh-perf-report,249,337,30,14.8,0.61,False,1.0,1.0,0
a92b1095,34e65a06,p5310-pack-bitmaps.sh-perf-report,249,337,24,1.69,0.41,False,1.0,1.0,0
a92b1095,34e65a06,p5550-fetch-tags.sh-perf-report,249,337,23,5.47,5.47,False,1.0,1.0,0
a92b1095,34e65a06,p7000-filter-branch.sh-perf-report,249,337,18,1.23,1.23,False,1.0,1.0,0
a92b1095,34e65a06,p7300-clean.sh-perf-report,249,337,11,0.57,0.57,False,1.0,1.0,0
a92b1095,34e65a06,p7810-grep.sh-perf-report,249,337,13,0.02,0.02,False,1.0,1.0,0
a92b1095,34e65a06,p7820-grep-engines.sh-perf-report,249,337,8,0.03,0.02,False,1.0,1.0,0
a92b1095,34e65a06,p7821-grep-engines-fixed.sh-perf-report,249,337,8,0.07,0.07,False,1.0,1.0,0
34e65a06,488aa65c,p0000-perf-lib-sanity.sh-perf-report,337,249,13,0.04,0.04,False,1.0,1.0,0
34e65a06,488aa65c,p0001-rev-list.sh-perf-report,337,249,19,0.22,0.22,False,1.0,1.0,0
34e65a06,488aa65c,p0003-delta-base-cache.sh-perf-report,337,249,29,2.48,0.16,False,1.0,1.0,0
34e65a06,488aa65c,p0004-lazy-init-name-hash.sh-perf-report,337,249,15,0.01,0.01,False,1.0,1.0,0
34e65a06,488aa65c,p0005-status.sh-perf-report,337,249,18,0.21,0.21,False,1.0,1.0,0
34e65a06,488aa65c,p0006-read-tree-checkout.sh-perf-report,337,249,16,0.13,0.13,False,1.0,1.0,0
